Q1A,Q1E,Q2A,Q2E,Q3A,Q3E,Q4A,Q4E,Q5A,Q5E,Q6A,Q6E,Q7A,Q7E,Q8A,Q8E,Q9A,Q9E,Q10A,Q10E,Q11A,Q11E,Q12A,Q12E,Q13A,Q13E,Q14A,Q14E,Q15A,Q15E,Q16A,Q16E,Q17A,Q17E,Q18A,Q18E,Q19A,Q19E,Q20A,Q20E,Q21A,Q21E,Q22A,Q22E,Q23A,Q23E,Q24A,Q24E,Q25A,Q25E,Q26A,Q26E,Q27A,Q27E,Q28A,Q28E,Q29A,Q29E,Q30A,Q30E,Q31A,Q31E,Q32A,Q32E,Q33A,Q33E,Q34A,Q34E,Q35A,Q35E,Q36A,Q36E,Q37A,Q37E,Q38A,Q38E,Q39A,Q39E,Q40A,Q40E,Q41A,Q41E,Q42A,Q42E,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,religion,married,familysize,major,major_category
2,2999,1,1729,2,8532,1,15202,2,2349,1,6720,1,9354,2,1926,2,7683,1,5117,1,2345,2,2456,2,1480,3,8893,1,4151,2,3401,1,15659,3,4471,1,5764,1,3289,1,4453,2,3127,1,2214,1,7362,1,4919,2,3540,3,2658,1,4161,1,3160,2,7290,2,6977,3,3718,2,1903,1,3164,3,9710,1,3100,1,4836,1,1831,3,4460,2,3320,1,3833,2,9638,GB,56,213,156,2,2,4,5,6,7,6,5,4,4,2,1,1,33,2,2,3,Others,Others
2,3228,1,2761,1,4632,1,2276,1,2713,2,3587,1,3634,2,2932,2,6630,1,10200,3,3962,3,4476,1,5725,3,33648,1,1966,1,4055,1,2339,1,5568,1,11746,2,3509,1,10110,1,2278,1,2247,1,4866,1,6989,1,2995,2,72457,1,2479,2,5742,1,6597,2,28921,3,7143,1,3541,1,2324,2,5805,1,2028,1,3807,1,2480,2,2368,1,5086,1,1794,1,9064,US,7,311,174,7,4,5,6,5,2,6,1,3,6,3,3,2,25,6,1,1,economics,Business
2,1059,4,3699,2,3310,3,4101,4,3937,4,4167,2,4847,2,3015,3,4229,4,3490,4,3391,2,4937,4,2788,4,5086,3,4562,3,4002,4,2970,4,24114,1,8293,2,3537,4,3277,2,3442,1,3079,2,4428,2,15061,3,4072,3,22528,2,3116,3,3552,2,9432,3,7958,3,6568,2,5856,4,4480,1,14344,2,2979,3,3004,4,3259,3,23073,4,4299,2,3963,4,4785,NONE,6,257,195,2,4,1,7,6,5,0,7,4,5,2,2,2,15,6,1,7,Others,Others
2,3423,1,3178,1,5108,1,6027,1,3095,2,3078,4,4488,1,5156,4,7645,2,5629,3,4289,2,3152,1,5936,4,7898,1,1869,1,6129,1,9056,2,7180,3,5176,1,2422,1,2977,1,2897,1,2688,2,5799,2,6091,1,2252,2,3580,1,4264,2,4212,2,4132,2,3447,2,3677,3,3660,2,2606,2,4134,1,2245,1,5054,2,2755,1,2305,3,3720,1,4246,2,4232,MY,13,183,140,5,6,5,5,7,7,7,7,5,6,2,2,1,19,10,1,5,Others,Others
4,4977,1,3130,2,3147,1,5158,3,4183,4,2459,1,3988,3,4467,4,6546,3,8223,3,4322,3,4933,4,3381,3,5163,2,4132,4,3265,4,1724,1,3715,1,5561,4,3708,2,2615,2,2906,1,4260,3,6421,1,6771,4,3773,2,3501,2,2419,2,4925,2,11504,2,6513,1,5215,3,4670,4,6853,2,8837,2,4162,2,4090,4,3350,3,2133,4,9568,2,3524,3,4847,MY,3,201,153,1,5,2,6,4,4,1,6,4,4,3,3,2,22,10,1,2,English,Humanities
4,12990,3,4219,3,2835,2,5332,3,10280,3,2687,2,6078,3,2698,2,17677,4,3114,4,2219,2,8452,4,2569,2,35907,3,3325,3,4009,4,2290,4,4954,2,3900,2,4134,4,5446,1,2184,4,5669,3,5320,2,8024,4,2276,3,2592,2,2175,4,3613,1,6159,2,18088,3,3667,1,19979,4,4073,1,4307,2,2430,4,4513,4,2294,1,3805,3,4105,2,4359,3,7782,MY,13,264,185,4,4,4,7,5,3,5,6,3,4,1,3,2,16,10,1,6,fashion,Arts
4,2681,3,2893,2,3330,1,3869,4,1813,3,1788,3,4039,3,2972,4,13283,3,5376,4,2180,4,3155,4,1758,1,7189,2,3384,3,3188,3,1896,2,2463,2,4942,4,9029,4,3841,3,1652,1,3147,3,2794,3,6004,4,3307,4,2393,3,2154,3,10246,4,3816,2,3441,3,2420,4,2026,2,2035,3,3415,4,1870,2,3625,2,1936,2,4256,4,3289,4,3022,3,3531,MY,24,157,168,5,3,4,6,7,7,7,4,4,4,3,1,2,19,10,1,2,Network computing ,Computer Science
3,2700,3,3777,3,2966,4,2937,3,4489,2,6112,4,3416,3,3792,3,4649,4,2986,4,4010,4,10349,3,2025,3,4903,3,2605,3,4900,4,3197,3,3511,4,5508,4,2770,4,3770,3,2782,3,5340,3,3544,3,2047,3,1789,2,6702,3,2411,3,4219,3,6243,3,2375,4,9739,4,4711,4,3619,2,9009,3,1888,4,2466,4,2059,2,2437,4,4524,4,2701,3,956,MY,3,256,188,4,5,1,5,2,6,6,3,1,1,1,1,2,15,10,1,3,psychology,Social Sciences
2,14880,3,1762,4,2888,1,3343,4,7532,2,3740,1,3236,2,4186,3,3121,4,5631,3,2847,2,4643,3,7527,2,6265,1,2590,4,2135,4,1983,2,4752,1,4592,1,30238,4,2428,2,4144,1,3708,4,2549,1,5281,2,4251,2,8674,2,3315,3,7796,2,4824,3,14402,2,5436,2,1479,4,1873,2,6196,2,4224,4,4149,4,1799,2,2307,4,3241,1,1820,4,4601,MY,7,232,170,2,4,5,6,3,7,4,5,2,4,3,2,2,23,1,1,4,English ,Humanities
3,2881,1,2329,1,3000,1,2776,2,2992,2,2536,1,3409,2,2695,1,4104,1,2168,4,3506,2,3169,2,1901,2,4896,1,2809,1,3192,1,1927,3,2776,1,3360,3,3608,1,2342,1,2400,1,2960,1,3769,1,5873,1,3201,3,4551,2,2290,2,4144,1,4424,2,3777,1,5312,2,4743,1,3217,2,4625,2,1703,2,11732,2,2984,2,14783,3,4561,1,2424,1,3689,MY,3,170,198,5,5,5,5,7,5,6,7,3,2,3,2,1,20,10,1,6,computer engineering,Computer Science
2,3202,1,2850,3,4667,1,3974,2,3186,2,2598,3,9894,2,2000,2,5322,3,2360,4,2776,1,2863,3,1346,2,4850,1,3676,3,3879,4,3945,3,2592,4,4215,1,2385,4,1852,3,3135,2,2506,3,4268,2,6217,4,2385,4,1870,1,2312,4,4191,4,3292,2,2476,2,2678,2,3150,3,2301,3,5383,1,1831,2,2823,4,1314,2,2730,2,18624,1,2566,3,6970,MY,2,160,293,6,4,5,6,5,4,4,4,3,5,3,1,2,22,10,1,6,Property management ,Business
4,2461,3,2095,4,4232,3,4865,4,1212,4,1188,4,4892,4,1145,4,3415,4,1356,4,1292,4,1950,4,914,4,3363,3,6276,4,1172,4,1649,4,4145,3,4925,4,1425,4,1466,4,1038,2,4756,4,1652,2,5188,4,957,4,1616,4,1187,4,5914,4,4260,4,2647,3,6176,4,1519,4,1058,4,4614,4,22784,4,1766,4,2212,4,2208,4,1514,4,2291,4,1695,MY,2,134,171,6,4,1,7,4,4,6,7,1,7,2,1,2,20,10,1,6,English,Humanities
2,2283,1,9548,2,6591,1,3450,1,2380,3,1997,3,3114,3,1799,3,5796,1,2031,2,1433,3,4282,3,1365,3,9217,3,2600,2,2317,2,2533,2,5581,1,4748,2,2251,1,1569,2,7083,1,2117,2,1932,3,6435,2,1805,3,1451,2,1534,2,2331,2,4750,2,3052,2,2262,2,1882,2,2099,2,5166,1,1634,2,2701,2,1482,3,1997,2,1916,3,2516,3,2116,US,2,139,199,6,5,5,6,4,3,6,2,2,3,1,1,2,18,4,1,5,Others,Others
2,2944,1,3087,1,5765,1,3496,2,2758,2,5755,1,4934,1,2680,1,4857,1,3116,2,4901,1,7072,1,2337,2,3504,1,2154,1,3312,1,2553,1,12444,1,5220,1,4512,1,2208,1,2767,1,2574,1,4366,1,6381,1,2434,1,3472,1,2918,2,7865,1,3680,1,4344,2,5601,1,2549,1,2490,2,4934,1,2129,2,11114,1,2050,2,3573,1,3933,1,5919,2,4420,ZA,18,181,220,1,5,6,5,4,7,7,7,6,1,4,3,1,57,12,2,2,Others,Others
1,5481,1,2062,1,3343,1,2923,2,4597,1,3656,1,3775,1,2484,1,4718,1,4625,2,4019,1,9227,1,2401,1,10543,1,3034,1,15370,1,3761,2,8105,1,3953,1,1922,1,3664,1,3770,1,12959,1,4428,1,4390,1,5896,1,4934,1,2465,1,2592,1,9479,1,3201,2,7270,1,6119,1,3060,1,8626,1,5435,1,5685,1,4319,1,6390,1,4827,1,2436,2,7124,ZA,5,220,244,6,3,7,5,7,5,7,4,3,1,2,2,2,55,7,2,5,Others,Others
4,7603,1,3827,2,3732,3,3459,4,2905,4,3048,4,3695,4,1617,3,35891,2,3682,4,2022,4,3314,4,1356,4,3988,3,4359,4,4493,2,3468,4,2866,1,3293,4,2197,4,1840,2,16114,1,4614,3,3228,4,5041,4,3867,4,21369,4,1504,4,2328,4,3529,2,45747,4,14793,4,5894,3,3067,2,8141,4,2149,2,3157,4,1683,4,15307,4,3082,4,3472,2,2778,MY,18,274,186,6,6,7,7,6,6,5,4,2,4,3,3,2,19,10,1,5,Communication,Social Sciences
3,20975,4,3234,1,2791,1,2317,1,2314,1,1833,4,4823,4,2870,4,3849,4,3751,2,4348,4,3132,2,2582,1,3600,2,7665,1,8035,1,2444,3,3036,1,4770,1,2353,2,891,4,2082,4,2217,2,3632,1,9070,4,3122,3,6101,4,2682,1,2994,1,3627,1,2416,1,3298,4,3545,4,3856,1,16026,1,5349,1,3294,2,4389,1,3033,4,4933,4,1831,1,4781,US,764,759,543,7,1,6,7,7,1,6,1,1,1,0,2,2,16,6,1,3,Business ,Business
2,22517,4,4415,3,6404,1,4201,2,5849,2,13183,2,8637,3,2786,3,5250,1,1603,2,7378,2,3716,1,1781,3,5480,1,2468,1,3017,1,3465,1,2802,2,15704,1,4534,1,1935,3,7615,1,5284,1,3164,1,9817,1,3499,3,11125,1,4134,2,5066,1,7050,1,1733,1,4835,4,5702,1,1733,1,6067,1,1716,1,2333,1,2499,2,1981,2,5266,1,6614,1,5052,US,1,230,147,7,2,7,5,7,1,7,1,5,1,1,3,2,16,7,1,1,Medicine ,Medical
2,3005,4,1875,4,1786,3,4171,4,1584,2,2961,4,2063,4,1463,4,4034,4,1602,4,2569,4,2316,4,1139,2,4149,4,1412,4,5772,4,2765,4,2210,1,5231,4,1409,4,1427,4,1177,2,2778,4,2100,3,3638,4,1094,2,2155,3,1686,4,3273,3,5887,4,4130,4,3482,4,1959,4,1059,2,4723,3,2671,4,1994,4,1593,2,3341,4,3052,4,1855,4,2141,AU,7,112,86,1,5,5,7,5,7,3,5,1,1,1,1,2,17,2,1,2,Others,Others
3,10365,3,2380,3,10723,2,4845,2,2849,4,1956,2,3907,3,2517,4,3359,2,2514,4,6643,4,3782,2,5075,4,3581,1,4267,2,11040,4,2341,4,17840,1,10286,2,874,2,6626,3,17776,1,2055,3,19907,2,12352,2,3024,4,1945,2,2867,3,6792,4,3306,3,7681,4,3281,2,51693,4,1773,4,5330,4,1917,1,9776,2,4690,4,2108,4,3470,2,3075,3,4959,MY,2,637,125,6,6,6,7,6,3,6,5,3,5,2,2,2,20,10,1,2,English,Humanities
2,3086,1,1409,2,3427,2,4395,2,1876,2,2381,1,4476,2,1819,3,4718,2,4229,2,3687,2,2530,4,989,2,6053,1,1530,1,1570,4,1801,1,2097,3,6293,2,2389,4,3095,2,3647,1,1819,1,2091,4,4833,4,1533,1,1810,2,3232,2,1785,2,3373,2,2699,1,6203,2,2104,4,1581,1,4811,1,1494,3,3154,4,1715,1,3827,4,3049,2,3250,2,1833,US,2,124,97,1,5,5,6,7,7,5,6,1,1,2,2,2,20,7,1,1,psychology,Social Sciences
4,5422,1,5069,2,16024,3,7977,2,48209,4,6447,4,4656,4,2688,4,12205,1,6960,4,4206,4,17686,2,6841,4,6575,1,5628,1,4398,1,19658,4,7884,4,9249,3,9817,2,6110,4,12424,1,3004,1,8680,4,15989,2,10175,4,2492,4,7233,1,18508,2,50826,1,25421,3,14495,4,3505,2,26594,4,52134,4,2348,1,13190,2,10707,4,7297,4,6394,4,8880,3,5013,BR,3,557,318,3,6,3,6,7,3,5,6,2,1,2,3,2,18,1,1,3,psicologia,Others
1,5055,1,5232,1,4092,1,4283,3,5732,1,3089,2,7889,2,2316,1,14319,3,5843,1,4414,1,7117,3,4628,2,12339,3,6689,3,5305,3,6845,1,16113,1,12055,3,3589,1,5708,2,22746,2,3215,2,6697,2,15595,3,12902,2,7859,1,5951,1,5535,1,7616,3,5465,2,11955,2,13435,3,1809,2,14344,1,6862,2,7310,2,3763,2,28198,3,9342,2,5315,4,10038,PL,7840,376,184,2,4,2,2,6,7,6,6,5,3,2,3,1,21,1,1,1,Others,Others
3,2361,2,3224,2,2322,2,4112,4,1770,2,2422,2,5062,3,2306,4,2575,3,2873,1,1688,4,2506,4,1269,1,3724,1,1756,4,1803,3,1906,1,2486,4,5446,3,3626,4,4781,2,2540,2,6968,4,2258,2,6251,2,2171,1,1286,2,2205,2,8390,2,2843,4,1687,2,2224,2,1487,4,1933,1,3056,1,1566,3,3459,2,3322,2,2057,4,1821,1,4843,4,2689,US,7,125,190,1,3,6,5,4,7,6,7,3,1,1,2,2,15,1,1,2,Others,Others
3,4084,3,2799,1,3955,4,2867,3,3578,1,2042,1,4415,1,2662,2,4716,2,1386,2,2733,3,2969,2,1999,1,9498,3,2599,1,2613,2,3722,2,3165,3,2738,3,2469,3,7152,2,3717,1,2217,2,67458,3,4440,1,1421,2,1206,2,3670,1,3076,3,3545,1,2271,2,3125,2,4605,1,4018,2,1644,1,1644,3,52502,1,1970,2,1440,3,2683,4,2925,4,28316,MY,4438,273,158,3,1,7,5,5,7,7,3,6,5,4,1,2,26,10,1,3,it,Computer Science
1,1649,1,1701,1,1612,1,2239,1,1358,1,1320,1,1834,1,1310,1,2241,1,3092,1,1485,1,1421,1,1528,1,17401,1,1393,1,2242,1,1470,1,3336,1,3074,1,1442,1,1477,1,1193,1,1533,1,1774,1,2034,1,1256,1,1219,1,1510,1,1857,1,1536,1,1643,1,2320,1,1593,1,1380,1,2930,1,1326,1,4482,1,1327,1,1181,1,1736,1,1830,1,1811,BR,788,93,108,5,2,5,1,7,5,5,5,6,6,2,3,2,18,12,1,1,ci?ncias biol?gicas,Sciences
4,1984,2,3826,2,3024,2,12898,2,4260,4,1769,1,3807,3,2776,4,3894,2,3142,4,3024,3,3639,3,1790,3,4647,2,1804,1,2021,3,2002,4,2488,4,2655,1,3759,3,2300,2,2423,1,1853,1,4009,1,7583,3,2375,4,4660,2,1975,3,4228,4,5550,1,3845,1,5999,3,3072,3,3078,4,5512,2,2187,2,3476,3,1621,3,2592,4,3324,1,2610,1,4475,US,4,148,83,1,5,6,7,5,4,6,1,3,2,2,2,2,14,7,1,2,,Others
1,15260,1,4508,2,3895,1,3165,3,4551,1,2255,1,3462,4,5095,1,4031,2,3345,3,3455,1,3596,1,6770,2,10318,1,3820,3,3373,1,5381,1,2885,2,9467,1,2279,3,10038,1,2144,1,2953,2,6689,2,19231,3,3636,4,4331,1,2360,1,2888,1,4068,1,3956,2,8238,1,2252,2,2857,2,11310,1,3118,1,15211,3,3440,2,3340,1,4579,1,5242,3,4824,US,2,235,191,1,4,7,1,2,6,1,1,6,1,2,2,2,18,1,1,6,doesnt matter,Others
4,3396,3,2990,4,3150,4,1854,4,2731,2,3946,4,2328,4,2041,4,14457,4,3436,4,1609,3,8035,4,1412,4,6114,4,1849,4,3061,4,2323,3,6536,4,2388,3,4197,4,5651,4,2266,3,5021,4,3271,2,5442,4,1548,2,2292,4,3269,4,4003,3,8363,4,6522,4,2853,4,2311,4,1824,2,21346,3,12004,4,4326,4,5574,3,2808,4,9544,4,1852,4,3789,US,5,194,174,6,6,7,7,5,5,7,1,4,1,2,3,2,17,7,1,2,Others,Others
2,5718,2,5404,1,3207,1,4447,2,3177,2,2454,1,3980,2,2479,1,6049,1,4499,3,3882,2,4284,2,1992,1,6368,1,3109,2,4359,2,12554,3,7717,2,8065,1,4466,2,2892,2,3112,2,9048,2,5697,2,6545,2,4264,3,4599,2,2629,3,5090,2,4412,1,5288,3,8203,2,7611,2,4503,2,16480,1,2119,2,3717,2,3387,2,2774,1,4788,3,3745,3,3769,US,2,213,188,5,4,6,5,4,4,6,5,6,5,1,3,1,18,7,1,4,Fire academy,Social Sciences
1,2941,1,2705,2,9174,4,3140,1,295137,1,2038,4,3277,4,2107,4,7251,3,13336,2,2838,4,1873,4,1018,1,3438,4,1605,4,4045,4,3710,1,5947,4,6164,1,2341,4,1470,4,2938,1,2637,4,3924,4,6481,4,1684,2,1773,2,2891,4,2357,2,5883,2,4895,1,3076,4,2115,4,1551,2,6555,4,2239,4,2953,4,1643,3,3980,2,4346,4,2520,3,13293,US,5,456,146,1,3,7,2,5,7,1,5,1,2,2,1,2,18,1,1,3,Unknown,Others
3,4646,3,1378,2,2250,2,4259,3,2567,3,2303,1,2758,2,1686,3,4125,1,1879,2,2289,4,1508,2,2468,4,3123,2,2747,2,9069,2,2053,3,2326,2,3531,4,1978,3,12694,3,2423,2,2211,2,5426,2,5195,1,2069,4,2525,2,2023,3,3756,1,5227,1,2314,4,2980,4,2056,1,1884,2,4634,4,1824,1,1847,2,5587,2,2040,3,8604,3,2391,2,3626,US,11,146,128,2,7,5,5,6,4,7,5,3,1,2,2,2,17,6,1,2,Others,Others
1,3974,1,3581,1,7246,1,5085,1,4327,2,6167,1,2665,1,3982,1,19461,1,4358,1,3823,1,5169,1,2480,1,6151,1,2059,1,4622,2,7045,3,8816,1,5629,1,3864,1,9967,1,11137,1,3203,1,4032,1,9784,1,3852,1,14993,1,6031,1,6310,2,9513,1,9289,1,5116,1,3371,1,2887,1,5804,1,1942,1,5969,1,2647,1,7225,1,12279,1,3278,2,5602,US,3,255,180,6,5,5,2,7,7,7,5,5,3,2,3,1,27,4,1,2,engineering,Engineering
1,2177,1,2295,1,4288,1,2409,1,23260,1,1800,1,2449,1,2657,1,5000,1,7392,1,1784,1,2592,1,1416,1,4760,1,2104,1,3528,1,1768,1,2520,1,8231,1,1680,1,2559,1,1793,1,1376,1,3512,1,4953,1,1455,1,24778,1,1776,1,1792,1,4775,1,3233,1,3778,1,1503,1,2688,1,20778,1,1281,1,2320,1,1554,1,1609,1,3647,1,1480,1,3096,MY,42,180,334,5,5,6,2,6,3,3,1,6,3,3,2,2,25,10,1,3,chemical engineering,Engineering
1,1527,2,1829,2,3563,1,3023,4,1979,1,4446,2,1453,2,4990,3,5665,2,1851,3,3426,2,3486,2,2074,3,3261,1,2480,3,2360,4,3125,3,2389,2,3263,2,3900,2,1592,2,4008,1,2999,3,3435,1,3578,3,1980,2,2661,2,1794,3,4825,1,5555,2,2606,2,6155,2,2067,3,1625,3,7139,2,5928,3,4357,3,2435,3,5546,4,6666,2,2464,4,2176,US,219,142,105,5,3,2,5,7,5,4,5,3,4,2,1,2,19,1,1,3,Biology,Sciences
3,2109,3,1688,2,2643,3,3348,3,1532,3,3240,1,2564,3,4258,3,3569,3,2475,4,2574,3,2118,3,1263,2,9285,1,4691,3,2950,2,2061,3,3347,2,11751,3,2577,3,1639,3,2150,1,1867,3,6579,1,4962,1,2116,2,11160,1,1757,3,2783,2,6387,2,4250,3,3512,3,1557,3,1386,2,8899,3,1537,2,7604,2,3636,2,2570,1,7755,1,2075,3,5349,MY,4,168,112,5,5,4,6,6,4,5,3,2,4,2,2,1,19,10,1,5,Accounting,Business
3,4994,2,4301,3,2832,2,5385,4,2294,4,2969,2,10192,4,2793,3,13211,4,2219,4,5824,3,3083,3,8006,2,6346,1,5178,3,3338,4,18478,2,5460,2,10619,4,3871,4,5062,4,3836,2,1427,3,4271,3,8447,4,4012,4,5229,3,3030,4,2876,4,4154,3,2473,4,10053,2,5331,4,2088,4,7562,4,1953,4,3504,4,1753,4,1822,4,4399,2,9864,3,8149,MY,10,232,152,1,7,7,7,5,7,7,7,1,7,3,3,2,19,10,1,3,Business,Business
4,1348,4,4164,4,2873,3,3689,4,2206,4,1846,4,1640,4,1661,4,4137,3,9121,4,1901,4,1743,2,2599,4,7777,2,2099,2,2281,4,2186,4,1810,1,5345,2,6118,1,2084,4,4757,1,2382,4,3132,4,2965,2,4045,4,1655,4,1733,3,6542,4,902,2,3556,4,3140,4,2177,4,3216,3,6713,4,2440,4,2957,1,2872,4,1587,4,2090,1,5140,4,3346,AE,11,137,142,1,5,5,7,7,7,7,6,2,1,2,3,2,17,10,1,2,Others,Others
4,1681,3,3892,4,2476,3,2693,4,1467,4,1274,3,3541,3,1592,4,3162,3,5104,4,2087,3,1857,4,1422,4,2151,3,2538,4,1615,4,1218,3,1972,2,3982,3,2393,4,1619,4,1466,2,3413,3,2424,3,4311,4,1592,4,1989,3,1501,4,1893,3,2663,3,2201,4,3576,3,1757,4,1376,3,7194,4,1537,4,1372,4,2107,3,1703,3,2272,2,2705,3,4491,MY,172,104,117,1,5,4,7,5,6,5,7,1,1,0,1,2,29,10,1,5,art,Arts
4,2250,2,4692,4,2117,4,6469,4,1983,4,2000,1,2922,4,1926,4,2595,3,2679,4,3137,4,2329,4,1202,4,3081,1,1857,4,3676,2,6108,4,2025,1,109599,4,1718,2,3509,4,2849,2,2521,4,1824,3,2987,4,1414,4,1603,4,2277,4,2850,4,4059,4,2111,4,2670,3,2870,3,6087,4,3952,4,3685,3,3144,2,4636,4,1664,4,4219,1,2036,4,2553,MY,3,232,127,4,4,1,7,4,4,4,7,1,7,2,3,2,20,10,1,6,science ,Others
2,3980,3,7574,1,3200,1,3792,1,4609,2,5649,1,3363,2,4292,1,8230,4,4270,2,4261,1,2979,1,10161,1,12765,1,1847,1,5053,1,2368,2,4334,1,1650,1,2190,4,3399,1,2675,1,1681,1,4807,1,3717,3,12676,2,4046,1,2489,2,7132,1,3260,1,7274,1,3712,1,2675,1,2806,3,9544,1,2175,1,9009,3,6262,1,3195,1,4306,1,1595,1,3826,US,10,199,117,5,6,7,1,7,6,7,1,6,1,3,1,1,53,2,2,4,Poli Sci,Social Sciences
3,4184,2,6054,2,6825,1,5407,2,8841,1,3413,1,4261,2,17619,2,7459,2,26689,2,4015,2,778,2,2356,1,12871,2,2683,2,9713,2,6330,2,5217,1,6530,2,5992,1,5977,2,4087,1,14634,2,4434,1,7181,2,23902,2,10220,1,9406,2,6118,2,13041,2,27754,1,5032,1,4425,2,5114,1,9898,2,3817,2,9950,1,5162,2,21777,3,7935,1,3311,2,5267,MY,3,486,285,6,5,6,5,6,5,6,5,4,4,4,3,1,27,4,1,3,Education,Social Sciences
4,3830,3,3727,2,5042,2,7528,2,6417,4,3424,2,4232,2,2568,4,10712,2,6799,4,4656,3,6474,3,4506,4,9072,1,4119,2,5102,2,2951,4,2496,4,9248,4,3986,3,3529,3,13471,1,6727,3,4062,4,8454,3,3496,4,32783,3,5000,4,3071,4,5039,2,6008,4,3960,3,3343,3,12680,4,39544,1,2521,2,6089,2,2720,3,4144,3,7080,1,3584,2,3969,MY,4,289,148,5,5,5,7,5,5,5,5,4,2,4,3,2,29,4,1,0,Graphic Design,Arts
3,2933,2,8383,3,3879,2,3067,3,2349,4,1698,2,4163,3,2368,3,2985,4,2184,2,2284,2,5116,4,1769,4,4720,3,2482,3,2498,4,7289,2,2606,2,3649,2,2015,4,1983,3,2065,2,3676,4,3017,2,7316,3,2133,3,2814,2,2782,3,2499,3,4219,3,2467,2,2715,2,1903,4,2450,2,18719,3,1650,4,3061,3,1619,3,2774,2,4166,2,1898,3,2883,US,2,149,146,1,3,5,6,4,5,6,3,1,5,2,1,2,28,7,3,2,Others,Others
4,11546,3,5857,2,5401,1,27885,3,5223,4,4573,4,6764,4,3054,4,7240,4,5978,3,8376,4,3484,4,1949,3,103463,2,21933,4,4553,4,2853,3,6310,1,8470,4,2842,2,7813,4,2567,1,4105,2,6419,3,9192,4,11125,3,4894,3,5550,4,5364,4,6732,4,5515,4,9568,4,14507,4,5902,1,8948,4,3790,3,89014,4,3656,2,4747,3,1050,3,6426,4,6028,MY,42,473,885,5,3,4,7,7,5,7,7,1,3,4,3,2,25,10,1,4,biomedical engineering,Engineering
2,5053,3,4821,2,6036,2,6232,3,4538,2,6287,1,10825,3,4772,4,32555,4,4368,3,4008,2,4258,4,11800,2,12574,1,12807,4,5131,4,3088,3,15459,1,17173,2,6442,4,4242,3,5772,1,4491,2,14492,2,41915,2,3542,2,6239,2,7784,2,34427,1,10474,4,14007,3,14633,3,7034,4,3634,2,12416,3,5786,4,4414,4,2791,2,3557,3,10545,3,6020,3,8517,AU,32,417,321,7,1,5,2,6,2,7,1,5,1,4,3,1,62,6,2,2,humanity,Computer Science
4,3048,3,4161,3,3213,2,3287,4,1864,4,1936,4,5465,3,4168,4,1926,3,6892,4,1528,4,2001,4,1311,4,3273,2,2840,4,1328,4,2672,1,2613,1,4328,2,4001,4,2752,4,1607,1,6396,4,2208,2,7342,4,1223,4,1215,4,2511,4,1857,4,2632,4,3119,4,3255,4,1415,4,3517,4,2456,1,3263,4,1384,4,1672,4,2009,4,6128,1,2240,4,4240,SG,13,130,121,2,5,5,7,2,6,7,5,1,5,3,3,2,23,12,1,2,Social Work,Social Sciences
2,2282,4,3049,2,2836,2,4172,4,2291,2,4926,1,5495,3,2597,2,8169,4,3693,2,3454,2,4373,3,1984,2,6066,2,2170,2,3659,4,3074,2,5193,2,8532,2,3446,3,3616,3,2057,4,3630,2,5036,4,7613,4,6737,3,3861,3,16753,2,5143,3,8407,3,2807,2,5794,3,2928,3,3048,2,5573,2,2139,4,4470,2,3528,2,2419,3,3856,2,2995,2,12833,MY,3,198,173,2,6,3,6,6,7,6,7,4,7,4,2,1,29,10,1,5,Civil Engineering ,Engineering
3,2568,1,5776,3,2256,4,3800,3,4048,4,2608,2,4176,4,2993,4,2880,4,4505,4,2928,4,2951,4,1664,3,5912,4,2488,2,5616,3,2424,4,2856,2,6288,4,1832,4,3432,3,3088,3,3169,3,2488,3,4840,3,4056,3,2344,4,3224,4,3088,3,3199,4,3032,3,6848,4,1632,4,1496,3,3800,4,7711,4,3705,4,1320,4,2192,4,7037,2,2871,2,4919,MY,4,151,120,6,6,7,7,5,6,7,4,5,5,2,3,2,31,10,1,4,Others,Others
1,4117,3,10161,1,3815,1,11078,2,4925,1,3201,2,8116,1,1853,1,6550,2,6495,2,4613,1,3816,2,2962,2,7781,2,3833,2,4476,1,5713,2,3430,1,5696,1,5596,1,2871,1,3319,3,3750,2,4631,2,9308,1,2879,2,4493,1,2366,2,22753,1,6027,2,2880,1,10518,1,2109,3,6116,2,9624,1,1779,2,8774,1,4970,2,5567,1,10014,1,2659,3,8226,MY,4,245,178,5,5,6,4,5,5,5,3,6,2,0,1,1,31,10,2,6,Management,Business
2,3298,2,3115,2,7137,2,7934,3,2515,2,4319,2,3250,2,1937,3,8038,3,6132,2,2551,4,2810,2,1957,3,5230,3,3143,3,4936,2,4492,2,2381,1,3982,2,3017,2,2819,2,2901,2,2533,3,2267,4,9483,2,2845,2,4306,3,10578,2,3149,2,3365,3,2897,3,5547,3,2352,2,2174,2,63409,3,3482,2,3816,2,3416,2,2418,3,2589,2,3268,2,3602,MY,2,226,177,2,6,6,5,7,5,7,5,5,5,3,2,2,28,10,1,4,engineering,Engineering
